Month,max temp,temp,min temp,max dew,dew,min dew,max humidity,humidity,min humidity,max wind speed,wind speed,min wind speed,max pressure,pressure,min pressure,Unnamed: 16
7.0,15.0,11.0,9.0,10.0,9.4,8.0,100.0,90.7,72.0,33.0,19.3,0.0,1007.6,1005.8,1002.6,
8.0,13.0,10.2,8.0,10.0,9.3,8.0,100.0,94.5,82.0,22.0,14.9,4.0,1005.6,1002.7,998.7,
9.0,14.0,9.7,7.0,10.0,8.1,7.0,100.0,90.8,72.0,22.0,12.0,2.0,998.7,994.9,990.8,
10.0,12.0,10.1,9.0,10.0,9.1,7.0,100.0,93.7,82.0,30.0,19.9,7.0,994.7,990.8,988.8,
11.0,10.0,8.6,7.0,9.0,8.2,7.0,100.0,97.4,87.0,48.0,32.9,22.0,1001.6,998.1,994.7,
12.0,7.0,,1.0,6.0,2.2,-2.0,100.0,94.3,75.0,48.0,37.0,20.0,1014.5,,1001.6,
13.0,2.0,1.2,0.0,0.0,-3.6,-6.0,93.0,71.3,60.0,43.0,25.8,13.0,1019.4,1018.0,1014.5,
14.0,5.0,2.2,-2.0,1.0,-2.6,-5.0,86.0,71.3,56.0,22.0,13.8,0.0,1018.5,1011.8,1004.6,
15.0,8.0,5.5,1.0,3.0,-0.8,-5.0,87.0,65.9,43.0,35.0,16.0,2.0,1011.5,1007.4,1003.6,
16.0,7.0,3.5,0.0,2.0,-1.5,-5.0,100.0,,43.0,19.0,9.7,4.0,1015.5,1013.9,1010.5,
17.0,9.0,,-1.0,1.0,-1.6,-5.0,93.0,65.2,40.0,35.0,20.5,0.0,1015.5,1009.3,1003.6,
18.0,9.0,4.8,0.0,4.0,-1.2,-6.0,93.0,66.0,49.0,39.0,18.9,2.0,1013.5,,1002.6,
19.0,4.0,,0.0,1.0,-4.9,-9.0,100.0,62.7,41.0,33.0,17.8,2.0,1018.5,1016.5,1013.5,
20.0,8.0,,0.0,-1.0,-3.2,-6.0,75.0,,49.0,31.0,19.4,4.0,1017.5,1012.6,1008.6,
21.0,10.0,5.4,0.0,6.0,2.3,-2.0,100.0,,57.0,37.0,15.1,2.0,1008.6,1005.7,1002.6,
22.0,1.0,0.4,0.0,1.0,-1.4,-5.0,100.0,88.4,65.0,17.0,8.8,0.0,1006.6,1004.6,1002.6,
23.0,2.0,-0.7,-3.0,1.0,-2.4,-6.0,100.0,89.2,56.0,28.0,13.7,2.0,1009.5,1006.1,1003.6,
24.0,2.0,-0.7,-5.0,0.0,-1.6,-5.0,100.0,94.0,81.0,19.0,7.8,0.0,1015.5,1011.7,1009.5,
25.0,0.0,-0.2,-1.0,0.0,-1.9,-3.0,100.0,88.8,80.0,31.0,19.7,6.0,1015.5,1013.6,1011.5,
26.0,2.0,0.1,-4.0,-1.0,-4.0,-6.0,93.0,74.9,56.0,19.0,11.1,0.0,1011.5,1010.7,1009.5,
27.0,4.0,2.6,0.0,1.0,-0.5,-2.0,93.0,80.5,70.0,17.0,8.8,0.0,1013.5,1012.1,1010.5,
28.0,7.0,3.7,-1.0,0.0,-1.5,-4.0,100.0,71.3,46.0,31.0,12.0,0.0,1012.5,1009.5,1007.6,
29.0,7.0,5.5,3.0,1.0,0.8,0.0,87.0,72.4,61.0,19.0,12.0,4.0,1011.5,,1010.5,
30.0,7.0,,-1.0,2.0,0.0,-3.0,100.0,76.8,57.0,28.0,13.2,0.0,1010.5,1004.9,1000.6,
31.0,8.0,6.3,4.0,4.0,0.2,-2.0,81.0,65.9,50.0,24.0,12.0,0.0,1002.6,1001.1,999.7,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,11.0,7.5,4.0,3.0,-0.2,-4.0,76.0,59.2,37.0,33.0,14.3,0.0,999.7,996.9,994.7,
2.0,12.0,9.1,6.0,9.0,6.0,3.0,100.0,82.1,58.0,26.0,13.9,0.0,996.7,,991.8,
3.0,7.0,,3.0,6.0,3.8,2.0,100.0,96.7,87.0,33.0,25.3,11.0,1005.6,999.0,993.7,
4.0,6.0,4.0,1.0,3.0,-0.7,-4.0,87.0,72.5,53.0,24.0,14.5,0.0,1010.5,1009.0,1005.6,
5.0,8.0,4.3,0.0,3.0,-1.4,-4.0,87.0,67.8,50.0,26.0,9.6,0.0,1009.5,1008.5,1006.6,
6.0,10.0,,3.0,6.0,3.1,0.0,100.0,,62.0,15.0,5.2,0.0,1012.5,1010.9,1008.6,
7.0,13.0,9.2,4.0,7.0,3.2,0.0,100.0,68.5,44.0,37.0,12.7,0.0,1009.5,1001.1,994.7,
8.0,11.0,6.3,4.0,9.0,5.3,3.0,100.0,93.0,76.0,43.0,26.6,0.0,1002.6,995.9,991.8,
9.0,7.0,5.0,3.0,3.0,1.1,-1.0,100.0,76.8,57.0,39.0,22.9,7.0,1013.5,1009.3,1002.6,
10.0,8.0,5.7,4.0,3.0,2.3,1.0,87.0,79.4,62.0,15.0,10.6,4.0,1016.5,1016.0,1015.5,
11.0,13.0,6.7,1.0,4.0,1.6,-2.0,100.0,72.3,43.0,13.0,6.3,0.0,1015.5,1012.6,1010.5,
12.0,13.0,7.7,2.0,6.0,3.4,1.0,93.0,75.8,54.0,33.0,12.8,0.0,1019.4,1014.6,1011.5,
13.0,7.0,6.4,6.0,6.0,4.6,3.0,100.0,,76.0,39.0,28.1,17.0,1019.4,1016.1,1013.5,
14.0,7.0,5.8,5.0,5.0,3.1,1.0,100.0,83.8,66.0,22.0,15.4,7.0,1013.5,1012.5,1011.5,
15.0,9.0,5.5,1.0,4.0,2.8,1.0,100.0,83.5,62.0,15.0,3.8,0.0,1013.5,1012.4,1011.5,
16.0,14.0,8.7,2.0,4.0,0.9,-2.0,100.0,62.4,33.0,11.0,1.6,0.0,1012.5,1009.6,1005.6,
17.0,15.0,,6.0,3.0,1.0,0.0,70.0,52.9,36.0,20.0,7.4,0.0,1005.6,1001.4,997.7,
18.0,11.0,9.1,5.0,9.0,5.8,3.0,100.0,80.6,58.0,31.0,15.2,0.0,1007.6,1000.5,995.7,
19.0,12.0,6.8,0.0,4.0,2.1,-1.0,100.0,75.2,41.0,13.0,6.5,0.0,1010.5,1009.1,1007.6,
20.0,15.0,10.5,6.0,5.0,2.4,0.0,76.0,59.2,36.0,17.0,6.8,0.0,1009.5,,1004.6,
21.0,17.0,12.8,9.0,9.0,6.5,4.0,82.0,66.1,52.0,20.0,6.8,0.0,1005.6,1002.3,997.7,
22.0,17.0,13.6,9.0,11.0,7.8,6.0,88.0,68.8,52.0,19.0,6.9,0.0,998.7,996.1,994.7,
23.0,13.0,9.1,7.0,11.0,8.8,7.0,100.0,97.8,88.0,30.0,18.8,11.0,1007.6,1003.4,998.7,
24.0,7.0,5.9,5.0,7.0,5.5,4.0,100.0,97.3,87.0,39.0,29.5,24.0,1007.6,1005.4,1002.6,
25.0,7.0,6.4,6.0,6.0,4.5,3.0,100.0,88.0,76.0,35.0,19.3,4.0,1007.6,1004.7,1002.6,
26.0,12.0,7.9,5.0,5.0,3.5,1.0,100.0,75.0,51.0,24.0,8.7,0.0,1010.5,1008.9,1007.6,
27.0,9.0,7.2,6.0,6.0,4.7,4.0,100.0,84.3,71.0,37.0,25.3,11.0,1010.5,1008.6,1002.6,
28.0,8.0,6.1,4.0,7.0,4.6,0.0,100.0,90.1,75.0,26.0,16.6,6.0,1010.5,,1001.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,4.0,3.8,3.0,2.0,1.0,0.0,87.0,82.5,75.0,24.0,13.6,6.0,1011.5,1010.7,1009.5,
2.0,6.0,3.9,3.0,1.0,-0.8,-2.0,87.0,,57.0,24.0,18.3,13.0,1009.5,,1000.6,
3.0,5.0,3.9,2.0,3.0,1.6,0.0,100.0,85.2,70.0,24.0,14.2,7.0,1004.6,1001.4,998.7,
4.0,9.0,6.5,3.0,3.0,-0.1,-4.0,100.0,,40.0,20.0,7.0,0.0,1005.6,1004.4,1003.6,
5.0,11.0,7.3,4.0,4.0,1.3,0.0,87.0,66.9,47.0,24.0,9.7,0.0,1004.6,,1003.6,
6.0,9.0,6.9,6.0,5.0,3.6,3.0,93.0,79.7,71.0,37.0,28.5,20.0,1004.6,1002.8,1000.6,
7.0,6.0,5.7,5.0,6.0,4.8,3.0,100.0,93.8,81.0,28.0,15.9,6.0,1002.6,1000.6,999.7,
8.0,6.0,4.3,3.0,5.0,3.4,2.0,100.0,93.3,87.0,31.0,14.5,0.0,1003.6,1002.1,1000.6,
9.0,6.0,3.6,2.0,3.0,0.1,-3.0,100.0,,53.0,31.0,21.5,11.0,1004.6,1003.4,1001.6,
10.0,3.0,,-1.0,2.0,-0.2,-3.0,100.0,93.6,65.0,39.0,22.5,6.0,1007.6,1004.7,1003.6,
11.0,1.0,-0.9,-3.0,-1.0,-2.6,-6.0,100.0,89.0,60.0,41.0,21.3,9.0,1014.5,1010.3,1007.6,
12.0,0.0,-1.7,-4.0,-1.0,-3.7,-6.0,100.0,86.8,69.0,33.0,16.8,4.0,1015.5,1014.3,1013.5,
13.0,5.0,-0.2,-5.0,0.0,-1.5,-5.0,100.0,92.1,61.0,20.0,7.5,0.0,1018.5,1015.3,1012.5,
14.0,5.0,1.0,-4.0,2.0,-1.0,-4.0,100.0,87.3,70.0,17.0,9.6,0.0,1024.4,1021.6,1018.5,
15.0,8.0,3.7,0.0,2.0,0.3,-3.0,100.0,80.3,49.0,15.0,5.6,0.0,1024.4,1022.7,1020.4,
16.0,8.0,4.6,1.0,1.0,-0.7,-3.0,93.0,,46.0,9.0,2.8,0.0,1019.4,,1011.5,
17.0,9.0,4.7,1.0,4.0,2.1,-2.0,100.0,84.7,57.0,37.0,16.7,0.0,1020.4,1014.9,1011.5,
18.0,3.0,0.0,-1.0,1.0,-0.8,-4.0,100.0,95.0,75.0,35.0,19.1,6.0,1024.4,1022.9,1021.4,
19.0,3.0,0.0,-2.0,2.0,-0.9,-4.0,100.0,93.7,75.0,35.0,21.1,9.0,1024.4,1023.2,1022.4,
20.0,5.0,,0.0,1.0,-0.6,-3.0,100.0,86.7,61.0,33.0,15.9,0.0,1023.4,1021.7,1021.4,
21.0,7.0,3.6,0.0,1.0,-1.6,-3.0,87.0,,49.0,33.0,18.9,7.0,1020.4,1018.1,1016.5,
22.0,8.0,3.9,0.0,3.0,1.0,-1.0,100.0,,57.0,33.0,12.6,4.0,1015.5,,1010.5,
23.0,8.0,5.4,1.0,5.0,2.6,1.0,100.0,83.1,62.0,37.0,20.2,7.0,1012.5,1010.6,1009.5,
24.0,9.0,,1.0,4.0,2.3,0.0,100.0,,57.0,22.0,8.7,0.0,1010.5,1008.8,1007.6,
25.0,13.0,,3.0,4.0,1.2,-2.0,100.0,65.5,41.0,26.0,12.7,0.0,1011.5,1007.8,1005.6,
26.0,10.0,7.0,5.0,5.0,3.3,1.0,93.0,77.9,62.0,22.0,9.1,0.0,1016.5,1015.2,1011.5,
27.0,16.0,9.7,4.0,5.0,2.6,0.0,100.0,65.0,39.0,33.0,12.7,0.0,1015.5,1014.9,1013.5,
28.0,20.0,12.8,5.0,5.0,3.5,1.0,87.0,55.9,30.0,17.0,6.1,0.0,1017.5,1014.9,1011.5,
29.0,20.0,13.6,8.0,7.0,4.9,3.0,81.0,57.2,35.0,26.0,8.9,0.0,1010.5,,1002.6,
30.0,20.0,14.9,10.0,8.0,5.4,3.0,76.0,55.2,35.0,31.0,10.7,0.0,1002.6,1001.6,999.7,
31.0,19.0,,11.0,7.0,5.6,3.0,72.0,52.7,35.0,22.0,12.6,0.0,1001.6,999.8,997.7,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,26.0,19.9,13.0,6.0,3.5,1.0,63.0,36.6,20.0,31.0,12.5,0.0,998.7,,990.8,
2.0,22.0,18.2,16.0,9.0,5.8,2.0,55.0,44.8,32.0,44.0,27.8,4.0,996.7,994.2,992.7,
3.0,16.0,13.8,10.0,9.0,6.1,2.0,94.0,61.2,44.0,39.0,23.3,9.0,1004.6,998.4,995.7,
4.0,14.0,9.8,7.0,7.0,4.7,2.0,100.0,71.6,54.0,30.0,17.8,0.0,1010.5,1007.1,1004.6,
5.0,14.0,9.8,8.0,9.0,8.0,6.0,100.0,88.9,59.0,22.0,12.5,2.0,1005.6,1002.3,998.7,
6.0,19.0,10.8,4.0,9.0,3.8,-3.0,100.0,69.3,26.0,28.0,14.6,6.0,1003.6,1001.8,1000.6,
7.0,24.0,14.2,5.0,13.0,5.5,-4.0,94.0,59.7,33.0,33.0,11.9,0.0,1001.6,,986.8,
8.0,19.0,14.6,11.0,12.0,10.1,7.0,100.0,76.5,49.0,30.0,15.0,0.0,999.7,995.1,989.8,
9.0,24.0,18.2,12.0,10.0,7.6,5.0,72.0,,35.0,26.0,9.4,0.0,999.7,,993.7,
10.0,24.0,19.0,12.0,10.0,9.3,7.0,82.0,54.6,38.0,30.0,13.8,0.0,995.7,994.0,991.8,
11.0,13.0,8.3,7.0,10.0,6.2,3.0,100.0,87.0,66.0,33.0,20.4,6.0,1007.6,999.1,991.8,
12.0,13.0,9.4,7.0,5.0,3.3,-1.0,81.0,,38.0,20.0,12.1,4.0,1009.5,1008.7,1006.6,
13.0,13.0,9.2,3.0,4.0,0.1,-6.0,93.0,57.3,26.0,15.0,7.3,0.0,1010.5,1009.3,1008.6,
14.0,18.0,11.4,4.0,2.0,0.4,-1.0,81.0,,30.0,24.0,9.7,0.0,1011.5,1010.3,1009.5,
15.0,21.0,,6.0,8.0,4.2,0.0,81.0,51.9,37.0,24.0,12.7,0.0,1010.5,,1005.6,
16.0,22.0,15.6,9.0,9.0,6.1,4.0,76.0,54.8,35.0,17.0,9.2,0.0,1005.6,1002.7,1000.6,
17.0,15.0,11.7,9.0,10.0,7.6,4.0,100.0,78.2,48.0,39.0,24.3,11.0,1000.6,998.2,993.7,
18.0,9.0,8.2,7.0,9.0,7.9,6.0,100.0,98.3,93.0,39.0,25.8,15.0,999.7,996.2,992.7,
19.0,8.0,6.9,6.0,7.0,5.9,5.0,100.0,93.4,81.0,28.0,18.3,4.0,1004.6,1000.7,997.7,
20.0,16.0,10.6,5.0,6.0,3.5,-1.0,100.0,66.7,31.0,15.0,6.7,0.0,1006.6,1004.1,1001.6,
21.0,17.0,,8.0,9.0,6.6,5.0,100.0,71.2,51.0,22.0,7.3,0.0,1006.6,1005.3,1001.6,
22.0,22.0,,9.0,12.0,9.3,7.0,93.0,64.3,38.0,20.0,8.3,0.0,1005.6,1003.2,998.7,
23.0,25.0,20.0,16.0,11.0,9.3,8.0,68.0,50.9,34.0,19.0,8.9,0.0,998.7,,995.7,
24.0,25.0,18.9,11.0,12.0,9.7,8.0,88.0,57.2,38.0,31.0,13.0,0.0,1000.6,,997.7,
25.0,22.0,17.5,11.0,12.0,9.9,7.0,88.0,62.1,46.0,22.0,10.2,0.0,998.7,997.5,996.7,
26.0,25.0,18.9,13.0,13.0,10.8,9.0,82.0,60.7,44.0,26.0,11.7,0.0,1001.6,,998.7,
27.0,23.0,16.1,11.0,12.0,10.0,8.0,100.0,70.8,41.0,31.0,24.5,19.0,1004.6,1002.9,1001.6,
28.0,21.0,14.8,11.0,13.0,11.2,8.0,100.0,,46.0,37.0,21.9,6.0,1005.6,1003.6,1002.6,
29.0,20.0,14.5,11.0,12.0,11.0,10.0,100.0,81.5,56.0,37.0,24.8,15.0,1006.6,1005.9,1004.6,
30.0,14.0,12.7,11.0,12.0,11.4,11.0,100.0,92.1,82.0,28.0,21.5,15.0,1006.6,1005.6,1004.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,19.0,13.8,11.0,13.0,11.0,10.0,100.0,84.4,63.0,31.0,20.1,13.0,1007.6,1006.4,1005.6,
2.0,18.0,13.9,10.0,10.0,9.3,8.0,94.0,76.0,52.0,43.0,28.5,19.0,1006.6,1002.1,999.7,
3.0,12.0,11.3,10.0,11.0,10.3,10.0,100.0,93.9,88.0,26.0,18.6,11.0,1002.6,1000.6,999.7,
4.0,13.0,11.2,8.0,10.0,9.2,8.0,100.0,88.0,72.0,20.0,11.3,0.0,1007.6,1004.5,1002.6,
5.0,17.0,11.7,7.0,10.0,8.2,5.0,100.0,82.4,45.0,24.0,12.8,0.0,1010.5,1008.8,1006.6,
6.0,17.0,12.9,8.0,11.0,9.1,5.0,100.0,,51.0,33.0,14.9,0.0,1011.5,1010.7,1009.5,
7.0,19.0,13.4,10.0,10.0,8.8,7.0,100.0,76.8,49.0,33.0,18.0,9.0,1010.5,1009.9,1008.6,
8.0,19.0,13.2,9.0,11.0,8.5,6.0,100.0,,49.0,35.0,24.4,15.0,1010.5,1009.4,1007.6,
9.0,18.0,12.9,9.0,10.0,7.5,5.0,94.0,71.6,48.0,37.0,25.2,13.0,1009.5,,1008.6,
10.0,20.0,13.1,8.0,11.0,8.4,6.0,100.0,77.2,40.0,39.0,23.6,13.0,1009.5,,1005.6,
11.0,21.0,13.8,8.0,12.0,8.4,3.0,100.0,74.4,35.0,28.0,19.2,9.0,1008.6,1006.9,1005.6,
12.0,25.0,17.8,9.0,8.0,6.0,3.0,82.0,49.5,29.0,22.0,10.7,0.0,1010.5,,1008.6,
13.0,27.0,20.3,13.0,10.0,6.9,4.0,63.0,43.2,28.0,22.0,10.5,0.0,1008.6,,1003.6,
14.0,25.0,20.6,15.0,11.0,9.6,5.0,77.0,51.0,29.0,26.0,12.7,4.0,1004.6,1003.2,1001.6,
15.0,23.0,19.1,15.0,16.0,12.9,8.0,88.0,67.6,49.0,22.0,10.8,0.0,1006.6,,1002.6,
16.0,26.0,19.6,13.0,15.0,12.3,9.0,100.0,65.7,41.0,24.0,13.3,0.0,1007.6,,1005.6,
17.0,27.0,20.8,12.0,11.0,9.4,7.0,88.0,50.8,28.0,17.0,9.7,0.0,1006.6,1004.8,1001.6,
18.0,25.0,17.1,9.0,15.0,11.0,8.0,100.0,71.1,38.0,48.0,22.0,0.0,1011.5,1003.6,999.7,
19.0,17.0,12.6,9.0,9.0,7.6,6.0,100.0,73.0,52.0,28.0,16.8,4.0,1014.5,1013.5,1011.5,
20.0,22.0,15.0,7.0,9.0,5.7,2.0,100.0,,30.0,31.0,18.0,9.0,1014.5,1012.8,1009.5,
21.0,24.0,18.1,10.0,12.0,8.0,3.0,76.0,53.1,36.0,17.0,8.9,0.0,1009.5,1005.2,1000.6,
22.0,26.0,20.0,14.0,15.0,11.0,7.0,88.0,59.1,32.0,22.0,12.4,2.0,1000.6,997.5,995.7,
23.0,22.0,18.4,15.0,16.0,14.1,13.0,94.0,76.0,64.0,26.0,13.8,0.0,1001.6,997.6,995.7,
24.0,26.0,19.8,13.0,13.0,11.1,8.0,94.0,60.1,34.0,20.0,13.3,4.0,1002.6,1001.1,999.7,
25.0,28.0,21.2,15.0,16.0,12.0,8.0,82.0,56.3,42.0,24.0,12.9,4.0,1005.6,1004.7,1001.6,
26.0,28.0,23.3,16.0,17.0,14.6,11.0,82.0,59.4,45.0,22.0,11.8,2.0,1007.6,1005.9,1004.6,
27.0,28.0,23.0,18.0,18.0,16.8,15.0,94.0,69.3,51.0,22.0,12.5,4.0,1007.6,1005.5,1002.6,
28.0,30.0,23.9,17.0,17.0,15.0,12.0,94.0,60.6,35.0,19.0,11.3,2.0,1003.6,1000.1,998.7,
29.0,32.0,26.6,20.0,21.0,16.7,14.0,68.0,54.9,45.0,26.0,15.1,4.0,998.7,997.3,994.7,
30.0,30.0,26.1,22.0,18.0,13.8,10.0,69.0,48.1,30.0,28.0,14.3,2.0,1001.6,998.1,995.7,
31.0,28.0,,18.0,18.0,16.9,16.0,94.0,70.4,54.0,28.0,19.0,11.0,1003.6,1002.6,1001.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,27.0,21.9,18.0,18.0,16.8,15.0,94.0,74.4,48.0,31.0,18.8,9.0,1003.6,1002.6,1001.6,
2.0,26.0,21.4,18.0,18.0,17.5,16.0,100.0,79.6,57.0,31.0,21.9,13.0,1002.6,1002.0,1000.6,
3.0,26.0,,19.0,19.0,18.6,17.0,100.0,83.2,57.0,30.0,19.1,2.0,1004.6,,1000.6,
4.0,27.0,22.1,19.0,20.0,19.0,18.0,100.0,83.4,61.0,31.0,17.4,4.0,1004.6,1003.3,1002.6,
5.0,28.0,,19.0,19.0,17.0,13.0,94.0,72.7,48.0,26.0,16.0,7.0,1003.6,1002.2,1000.6,
6.0,26.0,21.5,17.0,18.0,15.8,12.0,94.0,71.1,54.0,33.0,19.2,6.0,1002.6,1000.8,999.7,
7.0,22.0,19.6,17.0,19.0,16.4,15.0,100.0,82.3,64.0,24.0,13.2,4.0,1001.6,1000.3,998.7,
8.0,23.0,18.8,15.0,18.0,16.5,15.0,100.0,87.3,69.0,22.0,12.2,4.0,998.7,998.3,997.7,
9.0,29.0,22.3,16.0,19.0,15.7,12.0,100.0,70.0,35.0,19.0,9.6,0.0,998.7,996.9,994.7,
10.0,30.0,25.3,20.0,19.0,15.7,12.0,88.0,57.4,33.0,26.0,10.3,0.0,997.7,997.0,995.7,
11.0,25.0,22.2,20.0,20.0,17.8,14.0,94.0,77.1,50.0,19.0,12.4,4.0,998.7,996.5,993.7,
12.0,23.0,20.4,19.0,20.0,19.1,18.0,100.0,92.3,78.0,26.0,10.0,0.0,996.7,993.5,992.7,
13.0,25.0,21.5,20.0,20.0,19.1,19.0,100.0,86.9,69.0,22.0,10.1,0.0,999.7,997.4,995.7,
14.0,28.0,22.7,19.0,20.0,18.8,17.0,94.0,79.5,57.0,26.0,12.7,0.0,1002.6,1000.3,998.7,
15.0,25.0,22.2,19.0,20.0,19.1,17.0,100.0,,65.0,37.0,23.9,9.0,1007.6,1005.1,1002.6,
16.0,25.0,21.3,18.0,18.0,15.5,13.0,94.0,71.4,47.0,39.0,26.1,13.0,1007.6,1006.4,1005.6,
17.0,25.0,21.6,18.0,19.0,17.2,15.0,100.0,77.6,54.0,33.0,24.2,17.0,1005.6,1004.7,1003.6,
18.0,25.0,21.5,18.0,20.0,17.2,15.0,100.0,,57.0,41.0,25.8,11.0,1004.6,1003.6,1002.6,
19.0,26.0,21.6,18.0,19.0,16.6,14.0,100.0,75.2,50.0,31.0,24.0,15.0,1005.6,1004.7,1003.6,
20.0,24.0,21.3,18.0,21.0,18.8,17.0,100.0,86.3,69.0,26.0,18.8,6.0,1003.6,1000.5,998.7,
21.0,26.0,22.6,19.0,19.0,17.0,13.0,100.0,72.5,47.0,24.0,12.4,2.0,998.7,997.3,996.7,
22.0,30.0,25.7,22.0,19.0,16.3,12.0,73.0,,39.0,24.0,13.8,2.0,998.7,996.9,995.7,
23.0,29.0,23.6,19.0,21.0,17.3,13.0,94.0,69.1,37.0,24.0,13.7,0.0,1000.6,999.3,997.7,
24.0,26.0,22.8,18.0,18.0,15.6,13.0,100.0,65.4,47.0,26.0,10.9,0.0,1001.6,1000.8,999.7,
25.0,27.0,23.4,20.0,20.0,16.6,14.0,88.0,67.1,48.0,24.0,13.9,2.0,1001.6,1001.3,1000.6,
26.0,26.0,22.1,17.0,18.0,16.2,13.0,100.0,71.2,44.0,22.0,13.3,0.0,1003.6,,1001.6,
27.0,27.0,22.1,18.0,20.0,18.2,14.0,100.0,80.3,47.0,24.0,12.5,0.0,1003.6,1003.2,1002.6,
28.0,26.0,23.1,20.0,21.0,18.5,16.0,100.0,76.7,57.0,28.0,18.3,9.0,1001.6,1000.8,998.7,
29.0,26.0,22.8,20.0,21.0,19.1,17.0,100.0,,57.0,30.0,17.9,4.0,1001.6,,1000.6,
30.0,27.0,22.8,18.0,20.0,18.5,18.0,100.0,78.4,58.0,28.0,19.1,9.0,1001.6,,1000.6,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1.0,30.0,24.3,19.0,22.0,19.5,16.0,100.0,77.8,45.0,26.0,15.6,6.0,1003.6,1002.1,1001.6,
2.0,29.0,24.6,21.0,22.0,19.2,14.0,100.0,75.3,42.0,35.0,22.5,13.0,1004.6,1004.0,1002.6,
3.0,28.0,23.7,20.0,21.0,16.1,10.0,100.0,66.5,32.0,44.0,29.5,19.0,1005.6,1004.7,1003.6,
4.0,27.0,22.5,17.0,17.0,15.2,12.0,88.0,65.1,39.0,41.0,26.0,11.0,1004.6,1003.2,1001.6,
5.0,28.0,23.2,18.0,20.0,16.2,13.0,94.0,67.8,42.0,43.0,24.7,6.0,1002.6,1002.1,1000.6,
6.0,29.0,23.7,19.0,21.0,19.4,18.0,100.0,78.9,51.0,31.0,18.3,6.0,1000.6,999.1,997.7,
7.0,29.0,24.3,20.0,23.0,20.4,17.0,100.0,80.7,48.0,31.0,13.5,0.0,1000.6,999.9,999.7,
8.0,28.0,24.5,22.0,23.0,20.9,20.0,100.0,81.3,62.0,31.0,19.8,6.0,1001.6,1000.2,998.7,
9.0,28.0,23.6,19.0,23.0,20.1,17.0,100.0,82.6,54.0,37.0,19.6,9.0,998.7,,993.7,
10.0,24.0,20.9,19.0,20.0,19.0,18.0,100.0,89.2,69.0,26.0,10.8,0.0,999.7,996.3,993.7,
11.0,27.0,,18.0,19.0,17.8,15.0,100.0,77.8,51.0,24.0,12.1,0.0,1004.6,1002.1,999.7,
12.0,27.0,,18.0,18.0,16.6,15.0,94.0,70.9,48.0,30.0,19.7,9.0,1005.6,,1004.6,
13.0,27.0,22.4,17.0,18.0,15.7,12.0,100.0,67.6,44.0,30.0,16.5,6.0,1005.6,1004.8,1004.6,
14.0,28.0,23.0,16.0,18.0,15.2,12.0,100.0,63.9,37.0,37.0,21.9,6.0,1006.6,1004.9,1003.6,
15.0,28.0,23.5,19.0,19.0,17.2,16.0,88.0,68.8,51.0,31.0,23.6,11.0,1003.6,1001.3,1000.6,
16.0,30.0,24.0,18.0,19.0,18.1,15.0,100.0,71.8,42.0,31.0,18.3,11.0,1004.6,1002.8,1001.6,
17.0,30.0,24.7,20.0,21.0,19.2,16.0,94.0,73.4,48.0,33.0,20.5,13.0,1007.6,1005.2,1003.6,
18.0,28.0,23.6,20.0,21.0,17.3,12.0,100.0,70.0,39.0,44.0,28.3,11.0,1009.5,1007.8,1006.6,
19.0,27.0,22.0,17.0,17.0,14.8,13.0,88.0,,44.0,43.0,25.2,11.0,1008.6,1007.2,1006.6,
20.0,27.0,23.1,19.0,18.0,16.3,14.0,88.0,66.6,45.0,41.0,25.5,11.0,1006.6,,1004.6,
21.0,30.0,23.7,17.0,21.0,16.3,11.0,100.0,67.5,31.0,26.0,13.3,4.0,1004.6,1003.2,1001.6,
22.0,30.0,23.9,18.0,21.0,16.4,12.0,100.0,68.2,33.0,22.0,13.2,0.0,1004.6,1003.7,1002.6,
23.0,32.0,25.8,18.0,15.0,13.3,11.0,83.0,48.4,29.0,22.0,12.8,2.0,1005.6,1004.3,1003.6,
24.0,31.0,25.7,19.0,17.0,14.2,12.0,73.0,,31.0,26.0,14.6,6.0,1003.6,1002.6,1000.6,
25.0,30.0,25.0,20.0,20.0,17.0,14.0,88.0,62.3,40.0,31.0,21.1,11.0,1001.6,1000.3,999.7,
26.0,31.0,25.3,20.0,21.0,17.4,14.0,100.0,65.1,37.0,30.0,19.3,11.0,1000.6,999.6,998.7,
27.0,32.0,25.8,20.0,19.0,15.2,12.0,78.0,54.9,29.0,33.0,21.8,9.0,998.7,998.4,997.7,
28.0,30.0,25.3,21.0,21.0,19.0,17.0,94.0,70.4,45.0,43.0,29.4,17.0,1001.6,999.7,998.7,
29.0,30.0,25.4,21.0,22.0,19.7,17.0,100.0,,45.0,39.0,27.5,13.0,1001.6,1001.4,1000.6,
30.0,31.0,25.8,21.0,23.0,21.2,20.0,100.0,,52.0,33.0,22.1,11.0,1001.6,1000.0,998.7,
